内容总时长:2小时34分钟[00:05 - 00:06] 喂喂喂。
[01:02:53 - 01:03:25] 今今年我就是拼多多这个亏亏了一些，然后但是我我有对冲啊，我有那个我有去去。去去卖扣的同时买 put，然后去对冲，然后等等时间差不多，我看要反弹的时候，我再把这个再加回去，然后我再用更多的拼多多，卖更多的拼多多，我就等于持股一直在滚的啊，因为我我觉得就是太便宜了，我觉得这个就是市场不理性的地方啊，当然我可能也是这个估错了，但是我不确定啊，我我是觉得挺便宜的。

[01:03:25 - 01:03:26] 啊，嗯。

[01:03:26 - 01:03:33] 对，我是觉得拼多多太便宜了，就是我还是相信这个公司的战斗力的，啊，就这个公司，他有，加加班加班加的太猛了。

[01:03:33 - 01:03:56] 其实包括就是我们国内的市场有一些老登股，它其实它的业绩，它的基本面都特别好的，价，它的价格已经跌到一个就是完全已经就是就是咋说呢？就是感觉已经是真正到价值投资的位置了，就。但是你只要敢进，你只要敢进就还要跌你，他真没办法，他是完全的完全的多杀多。

[01:03:56 - 01:04:07] 他把。但我说实话，我现在还真是相。相信也许我是韭菜吧，但我真的相信就这些这些票子持有个一两年胜率是很高的。

[01:04:07 - 01:04:11] 价值投资的乐源，你已经你已经转转到价值投资流派了。

[01:04:11 - 01:04:18] 恭喜价值投资的乐源，真的已经就是我觉得是不会跌了，就是所以就跌个百分之二十没所谓了，它肯定能涨上去的。

[01:04:18 - 01:04:55] 所以所以我就我我很爱做左侧，就这个原因，就是盈亏比极高，但是周期很漫长，就得走，周期很漫长。你看light light，去年我276买过，我们330，我就跟他们说，330我觉得可以走了，差不多了。然后就是那个Lite嘛，那个那个Lite那个，然后现在应该一千多吧，应该是我没看，就涨涨了四倍，这个就是当时选到的，就光模块嘛，光模块领头羊之一，然后反正就。嗯嗯，就反正就很抽象啊，就很抽象。哎，我的拼多多哎。

[01:04:55 - 01:04:58] 拼多但是我还是我也觉得拼多多其实没啥问题。

[01:04:58 - 01:05:02] 不是啊，四四四。四四，好像多少，四四千亿吧，还是多少现金？

[01:05:03 - 01:05:03] 对。

[01:05:04 - 01:05:06] 他的，被被砸成这个样子。

[01:05:06 - 01:05:15] 对啊，被砸成这样子真的，哦，我操，那个真的我包括有几支票，我操，赛力斯，小米科小米科技，我操，被砸的我操。

[01:05:15 - 01:05:19] 死在，哎，不，小米我小米我觉得是应该的。啊。

[01:05:20 - 01:05:21] 小米我也觉得短期拉不上来。

[01:05:21 - 01:05:23] 小米拉不上来拉不上来了。

[01:05:23 - 01:05:24] 我觉得我觉得是应该的。

[01:05:24 - 01:05:28] 赛赛力斯也是，我操，但是这两支票真的太恐怖了。

[01:05:28 - 01:05:30] 哎，你你聊聊为什么你觉得小米是应该的？

[01:05:31 - 01:05:33] 我觉得这是个我觉得这是个很垃圾的商业模式。

[01:05:34 - 01:05:34] 哦。

[01:05:34 - 01:05:42] 就小米嘛，确确实，而且而且他从他从来没投过，他从来没投过我广告，其他的手机手机品牌都投过我广告。

[01:05:42 - 01:05:46] 他很难投手机赛道之外的那广告。

[01:05:46 - 01:05:48] 搞了半天是这样啊啊。

[01:05:48 - 01:06:02] 不，我就你，我我拿这个去识别那些广告商，我就知道哦，什么实力。哦，有道理有道理，对吧？你看，就是当时就是投过我电车的那几家，其实。卖的后面那那那一两年卖车卖的还都不错。

[01:06:03 - 01:06:07] 我操，你通过广告然后识别这家公司，它的一个基本的一个，就是说一个。

[01:06:07 - 01:06:13] 对对，然后然然后他如果不投我的，我可能就会去做他的 put 啊。

[01:06:14 - 01:06:19] 但你这个方法对饭总没用啊，谁也不投他，怎么弄啊啊。

[01:06:20 - 01:06:24] 你不要乱说哈，我最近有人投的哈，我最近还是量化一下。

[01:06:24 - 01:06:27] 我最近饭总只能去买麦地素，麦地素上市了吗？

[01:06:28 - 01:06:44] 不是，你不要侮辱我哈，我最近有几个有几个就是那个这呃这个广告公司找，但是我是真的做做做，我已经不会做广告了，已经，所以说都退了。大公司啊，也不，我看一看啊，是什么公司？

[01:06:45 - 01:06:46] 能有上市公司投你？

[01:06:46 - 01:06:53] 有啊，这不是啊，老师你好，我们那个有个腾讯的沃克，这什么？

[01:06:53 - 01:06:55] Work work body哦。

[01:06:55 - 01:06:57] work body对work body的项目需求想想问单。

[01:06:58 - 01:06:59] work body还可以，我做过。

[01:07:00 - 01:07:09] 为什么没找我呀？我操！他都找了我的，你看他说若下周前下单，最早上上期档期是几号？然后定制视频和 b 站发布的合作费用是多少？

[01:07:10 - 01:07:13] 然后我行，懂了，明天明天就买腾讯铺子。哈哈哈。

[01:07:14 - 01:07:18] 然后我给他回了一个，我说不会做广告，哈哈哈。

[01:07:20 - 01:07:23] 说说实话我巴里现在口碑还可以不是我说。

[01:07:23 - 01:07:26] 不我说不会做广告，我操。

[01:07:28 - 01:07:28] 哎。

[01:07:28 - 01:07:31] 你给你给拒了，我拒了呀，我拒了。

[01:07:32 - 01:07:40] 哎，我觉得哎这个就不深聊，但我觉得说实话。就是接 AI 然后和炒股相关的选题并不是很难做。

[01:07:41 - 01:07:47] 对，不不是很难做，但是我我我完全就是已经就是做不来了，而且我现在就是说，哎。

[01:07:48 - 01:07:58] 我就看我自己，对，就是这个这个一旦沾染上这个这个炒股，这个很难坐回桌前去重新做视频了。

[01:07:58 - 01:08:15] 没有没有，我一直都炒股的。就是不也，我是一直炒着的，我是从2，我是从，我是一直都炒着股的，跟今，不是今年才，我是一直熊市我都在玩的。我没有接的原因是因为我现在我连自己做视频，聪宝你看嘛，我自己发视频都发的是我跟老蒋的切片，我连发日常的视频我都不想做。

[01:08:15 - 01:08:17] 还别说广告了，明白，就是疲劳了。

[01:08:18 - 01:08:22] 对，完全不想做视频，就彻底疲劳，就是做视频现在就是一种。

[01:08:22 - 01:08:25] 纯粹就是挺好的，就多直播一直播，我觉得也挺好的。

[01:08:25 - 01:08:34] 就是对，已经不想在那个视频当中，这视频现在是完全的疲乏了，完全不想做视频了。对，我现在我觉得每我觉得。

[01:08:34 - 01:08:39] 每个每个采采每个这个 up 都有这个疲劳的时期，我觉得很正常。

[01:08:40 - 01:08:44] 嗯，饭总这个 v 不上来了，饭总这个彻底疲劳了。

[01:08:44 - 01:08:45] 对，我是真的 v 不上来了。

[01:08:46 - 01:08:48] 哈哈哈。我只是阶段性而已。

[01:08:49 - 01:09:07] 而且我跟你说吧，这个 b 站找我做两次选题，一个是世界杯，一个是 spacex 的，我全部是拿 AI 写的文案，哈哈。哈哈哈，啊，而且，发。发了呀，发了呀，没没有任何播放量，一个7万多播放量，一个4万多，连我们两个的切片都不如。哈哈哈。

[01:09:08 - 01:09:09] 约稿是吗？对，约稿。

[01:09:09 - 01:09:16] 你俩的切片，你俩的切片那个那个太太抽象了，就是那个一个人指着，然后另一个左边是饭总头像。

[01:09:17 - 01:09:20] 对啊，就是这么抽象都他妈的经常都是二十几万，还他妈还在涨粉。

[01:09:20 - 01:09:34] 这个这个真的是，我觉得世界名画就是。对，就很多人问我，很多很多知道很多这个我的粉，但是不知道你俩的人，然后他们都都说这这两个人是谁，然后就问我。

[01:09:34 - 01:09:37] 我就利好就是利空是吧？

[01:09:38 - 01:09:42] 对，就就那个，反正就是那个，左左侧是饭总头像。

[01:09:42 - 01:09:59] 对，然后右侧是老蒋指的，他说那个，右侧老蒋，对，然后老蒋说的是，你信不信那个特朗普访华之日就是大 a 起义之词啊，然后我说利好就利好，这个就那个，他说啊彻底的世纪名画，这是已经啊。定在历史耻辱柱上了，已经在古巴都在疯传这个。

[01:10:00 - 01:10:02] all in 了，还有这个这个我觉得都是我们创造出来的。

[01:10:02 - 01:10:12] 我现在已经就是深刻理解了这句话。啊，哈哈哈，因为我发现他就越看越对，不管是从期货还是从大 a 就越看越对。

[01:10:12 - 01:10:17] 所以所以老蒋，我我当时说，就是我就建议你先少拿点钱感受一下，然后。

[01:10:17 - 01:10:18] 确实。

[01:10:18 - 01:10:20] 我我劝你了，但是你不听，然后。

[01:10:21 - 01:10:32] 你发现就海峡一开石油相关的股票就跌不下去了。就全是这个道理啊，嗯。最后一波利空落地就开始涨了。

[01:10:32 - 01:10:38] 老老蒋来吃披萨吧，别研究了啊，哈哈哈，这个这个米饭是真不好吃。

[01:10:39 - 01:10:51] 但我觉得去大 a 不是去，其实去美股跟我们去美股跟去大 a 现在已经没有区别了，去美股就是你给神秘代码，在大 a 就是大姐给神秘代码，你说有什么区别呢？

[01:10:52 - 01:10:56] 但是美股就是美股科技是不是就拉七姐妹就完事了。

[01:10:56 - 01:11:02] 感觉也没什么波动，是不是你你光播你光来那。在那播来回播七姐妹都都能赚。

[01:11:02 - 01:11:06] 对你来回波段就是波段做七姐妹感觉都都亏不了。

[01:11:06 - 01:11:29] 我操，我我有个我有个粉丝拿了20然后缩了那个 msft 就微软跟那个呃亚马逊的两两个，这个呃扣，缩了期权，然后前几前一段时间找我吃饭，说说这个，嗯，说这个赚了赚了四百个。二十啊，二十变四百对。

[01:11:33 - 01:11:34] 买了期权啊，那也合理。

[01:11:34 - 01:11:38] 风险大，就是就是很多就是很多这样的机会吧，我觉得对，就。

[01:11:39 - 01:11:45] 那在大 a 这边要买股指期权，其实也指数期权其实也也也也挺夸张的。

[01:11:46 - 01:11:58] 你要真的判断对了，我我建议还是可以来麦克七。如果你想这个那个什么麦克七来回做波段，我觉得就可以了，就是你只播这几个，你不想别的邪招啊。

[01:11:58 - 01:12:02] 就你现在可能不知道。我我最新的身份，我现在是期货天才。

[01:12:03 - 01:12:08] 嗯，哎，你都赚了十个回来了，老蒋，我操，你之前不是亏四十个吗？我操，现在只亏三十个了。

[01:12:08 - 01:12:12] 还他妈完了，老蒋老蒋，我觉得你要归，我也觉得你要归零了。

[01:12:13 - 01:12:16] 我操，归零了，我操，期货期货叫期货。

[01:12:18 - 01:12:19] 玩的特别小。

[01:12:19 - 01:12:23] 哦，你控制一下，因为很容易期货很容易。

[01:12:23 - 01:12:27] 就是我止损一千，赚五千就跑，甚至赚三千就跑。

[01:12:28 - 01:12:46] 嗯嗯，反正你小心一点，你，我觉得你会忍不住加仓位的，跟那个跟那个 b 圈赌狗差不多啊，合合，因为期货那边有永续合约嘛，永续合约本质就是期货嘛，一直收那个资金费率的期货嘛。然后他他们赌着赌着是越赌越大，越赌越大，然后一波归一波完。

[01:12:47 - 01:13:20] 冲宝，这个我跟你说，老蒋绝对不可能，这个我他妈我也了解他，他其实也是妈内心怕的不行，嘴巴上说的凶。他作为一个新股民，他连科技都不敢说。那么在老登股里面，他作为一个今年今年来。炒股的新股民，今年来炒股的新股民谁没赚钱？都是他妈站在光里的，都是梭哈科技了。根本因为他们没有以前的那种惨痛的教训，他们都是追涨的右侧交易。那老蒋作为一个新股民，连科技都不在疯狂的买老东股的这种心里都怕的不行的，每天跟我们两个都要相互打气的这种，他敢梭哈期货。

[01:13:20 - 01:13:25] 我信都不信。其实其实我买老东股，你想本质就是一种。就是一种怯懦。

[01:13:26 - 01:13:27] 对，就是就完全落了。

[01:13:27 - 01:13:54] 就是在躲避风险，只是没躲避掉，但是你不能说我的动机是在梭哈，其实我在躲，只是没躲掉而已。我哎呀，我期货的玩法，我我这么说吧，我期货每天交易好几笔，纯情绪价值，就我进了十万块，到现在十万零五千，最低跌到过九万八，最高到过十万零十万零八千，就基本上跟没炒差不多。

[01:13:58 - 01:14:28] 但是我确实是说实话，就是。我在这个我在这个股票市场上，我确实是有欺骗你的地方。就是你之前我，因为我其实一直持有着美少女的，我的美少女的这个 ETF 的。结果其实今天我，你他妈不是就说你持有三个仓位吗？我操！对，但实际上我是，就是说我的5个美少女我都是持有了的。另外两个没跟你说是因为，比如说夜市美少女没跟你说是因为它增长了。我害怕告诉你的话，我们两个之间兄弟的情谊就会出现裂痕。

[01:14:30 - 01:14:38] 不是，你这你这你这有隐瞒收益是什么呢？哈哈收益是什么呢？

[01:14:40 - 01:14:48] 因为我不想就是说，你看兄弟挣钱，我怕你真的急了，就是，兄弟兄弟。

[01:14:48 - 01:14:54] 我先溜了啊，我真的，ok ok ok ，我你你下你下你下，还有事情，好的好的好好天的好的，我我还得去忙一下别的。

[01:14:54 - 01:15:03] 好的好的，拜拜拜拜，拜拜，下次美股有信息我们再来哈，松吧，好的好的，好的，ok，随时的。随时，好，ok ok，拜拜拜拜拜拜拜拜拜拜。拜拜。

[01:15:05 - 01:15:07] 不是，你就不为了什么，你纯骗。

[01:15:08 - 01:15:42] 不是啊，我不是，我，因为就是如果我不告诉，如果我告诉你的话，就是说我怕就是就是说我们两个之间其实是有这种有这种就是相互打气的。就是如果告诉你，我说我不走，你肯定也不走了，就大家都在里面。但万一如果又，就是死女人那波，把我坑的太惨了，把你也坑的太惨了，我怕了。我真不能，就是没有那种确定性的，我我自己个人的意见我是真不敢跟你说了，我自己那个，但是我的舰长朋友们都知道，我一直是我一直给他们说的，我一直持有着我的美少女的二次元美少女的 ETF 的这五个词。

[01:15:42 - 01:15:53] 不不不，饭总你不要糊弄我。就是经过你的死女人这一夜，现在确定性已经没有办法回本了，现在就得赌不确定性。

[01:15:56 - 01:15:59] 那那你怎么办嘛？现在那明天说了。

[01:16:00 - 01:16:01] 不是。

[01:16:02 - 01:16:05] 那明天说不说嘛？哎呀，明天说了，哎呀。

[01:16:06 - 01:16:07] 你明天就说呀。

[01:16:07 - 01:16:17] 要不这样，我拼了，我们那都好兄弟，我拼了，就是说我们选一个微盘股，我的资金体量可以把这个vivo安普拉涨停。

[01:16:19 - 01:16:22] 选个微盘股，就是那种比如说二三十亿市值的。

[01:16:22 - 01:16:45] 对，就是现在有很多那种微盘股，五百多万就能拉涨停。然后你先跑。但是我们得我们得妈的，关键是没人接盘呀，拉了有什么用呢？我操，你给人家拉解套了，哈哈哈，你你拉了有他妈出货出给谁？对，出给谁呀？你妈的。

[01:16:45 - 01:16:46] 拉上去能拉上去。

[01:16:47 - 01:16:52] 我不怀疑，拉上去给他妈的当好，纯他妈当好人，给人下去全他妈解套了。

[01:16:52 - 01:17:06] 哈哈哈。哈哈哈，不是，你拉上去那就是纯救我了，你只能你只能，不是的。泌阳去，我再出给你一部分。那你那你直接给我转账，你不是给我转账吗？

[01:17:08 - 01:17:17] 哎，但是但是你别说哈，我今天我今天我今天ETF是非常不错的，除了青梅竹马在跌跌了两个点。

[01:17:17 - 01:17:20] 我今天这不是你的本事，今天有点普涨的意思。

[01:17:21 - 01:17:22] 呃，周那个那个。

[01:17:22 - 01:17:25] 今天我挣今天我挣43000。

[01:17:26 - 01:18:08] 上周的时候也不错呀，上周的时候也不错啊，上周的时候好女人那个除了坏女人在跌，然后上周的时候上周周五的时候，我的五个持仓只有坏女人在跌。今天只有青梅竹马在跌，每天就只有一只票在跌，而且而且夜市小美女已经二连板了。夜市小美女二连板了，然后没想到傲娇杂鱼都他妈连红了六天。我操，这个是我简直没想到的，就这个票就是这个双马尾傲娇，这个以前的时候把。我也是爹的妈都不认识了，把我结果从上周一到现在红了6天了，也他妈红6天了，已经，也也涨了十几个点了。

[01:18:09 - 01:18:15] 有没有可能高低切就是这个意思？因为我也其实账号上周还不错，我上周其实回来不少。

[01:18:16 - 01:18:37] 好女人更是他妈6天涨了，妈的将近30个点，呵呵，不，25个点。好女人更是从周一涨到现在，涨他妈25个点。现在唯一比较垮的，其实只有坏品那个青梅竹马两个皮少有点垮，好几人好几人跟那你说。

[01:18:38 - 01:18:45] 就刚才当饭总说那什么呃，当当聪宝说那个什么的时候，我感觉他和我们不是一个世界的人啊。

[01:18:45 - 01:18:45] 怎么说？

[01:18:46 - 01:18:58] 就是当他说我说你这个左侧交易啊，然后你你怎么办？你这不是赌吗？他说他做了对冲，他买put。就对比之下，我们之愚蠢，我们就硬。

[01:18:58 - 01:18:59] 扛对人家。

[01:19:00 - 01:19:07] 人家是做对冲，我们是非常拙劣的做一些替，有时候还替错。这怎么能赚钱呢？

[01:19:07 - 01:19:51] 我在想。哎，大家不要在那个，不要在弹幕上报代码哈，你不要影响别人，我操，这个本来之前都是都只是在只是在舰长群里面分享的，就已经已经给大家宽容了，你们都还在那个分享那那人家买了亏了算谁的呢？对不对？这弹幕就是一点一点，不要这么离谱啊，那算你的，到时候人家买进去冲进去，亏了他还骂我，我他妈的，我我我又找不到你们，我。这个不要哈，不要不要不要不要报代码哈，这个舰长有一些建长知道就行了。本来本来我本来都不想公布持仓的。但是我说实话哈，你你觉得明天明天还涨的话，是不是真正的牛市来了？你说不说，你就跟我说，你说不说，哎呀。

[01:19:55 - 01:20:25] 我觉得明天涨不了，你觉得明天涨不了，就比比如说啊比如说纳指最后没有收红负一以下，明天明天涨了，非奸即盗啊。明天为什么要涨啊？明天就是涨的涨的前提在哪？哎，但是不是反过来思考，就是如果那只收率明天依然能涨，说明大 a 真的就是就是有有有天亮好消息，我们等那个消息就好了。但是真的就可以赌。

[01:20:25 - 01:20:28] 没法呀，你这个大预期都炒完了呀。

[01:20:29 - 01:20:32] 我已经乱了，说实话，饭总我已经乱了。

[01:20:32 - 01:20:56] 我我我说实话，我哎呀，我说实话，虽然我有持仓，但是我其实好女人我已经拿不住了。我今天在微博也说了，我说好女人，我是真的拿不住了。好女人，我操好女人，我没在好女人身上，我没在好女人身上亏过一分钱。我在好女人身上把好女人都吃麻了，我操，我都恨不得他妈的给他董事长送点钱。真的，我恨不得给好女人公司董事长送点好茶叶。

[01:20:56 - 01:20:59] 你你吃麻了，你今天没有减仓，我今。

[01:21:00 - 01:21:01] 剪了剪了。

[01:21:01 - 01:21:03] 啊剪了没除干净是。

[01:21:03 - 01:21:08] 吧没除干净我还留了还留了还留了差不多呃三千股吧。

[01:21:09 - 01:21:22] 今天科技我出了一半，一半，但是我的 PCB 龙头我比较犹豫，因为买的那个买点非常之好，所以我感觉似乎也没必要出，就一直拿着吧。

[01:21:23 - 01:21:33] 好女人，我当时不是给你说让你进呢，对不对？就是他38块钱的时候，我当时给你说让你进，不是一口，那个时候答应的好好的，不不不。

[01:21:33 - 01:21:37] 是这样，是这样，那个时候我还没有释放史实流动性，哦。

[01:21:37 - 01:21:44] 就这个原因。哦，对哦，对。我操那个时候其实就应该直接那个就狠一点，直接把那边斩了进来，他妈早都回来了。

[01:21:45 - 01:21:46] 就应该直接斩。

[01:21:46 - 01:21:51] 但对斩了早就回来了，38块钱拿到现在他妈50多了，都已经我去。

[01:21:51 - 01:21:58] 但那个时候咱们还没有下定决心，但那个时候我只是只是感觉有点烂了，但是还没有我觉得它就是完全烂了。

[01:21:59 - 01:22:59] 哎，那个时候。确实是，反正好女人当时跌到那个位置，而且跌到那个位置，当时是我都说过，那个位置应该是最后的支撑了，很多人都觉得就是无脑进了。我当时结结果都我都那个位置了，我都都还犹豫了一下，都没进多少，都才只只只只只进了一些，然后后来那个涨了，又把它出了，出了过后周一又把好女人接回来了，然后就一直在涨，我的妈呀！但是我是真没想到，就是我那个票，就是我跟你说的那个，就是之前赚了钱没走，然后跌就被a杀了，然后被a杀了，a杀到十十五十五块多。然后没想到他也以前的时候都是大盘跌，他就跟着跌，大盘涨他也跟着跌，但这一次他上涨，我操。还给我有一次尾盘，还他妈给我巨量拉升了一波，拉升妈七个点，然后从周一红到现在也他妈红了六天了。我操，这是傲娇他妈傲娇美少女是真的没想到他妈红了六天了。

[01:23:00 - 01:23:18] 确实，哎，我跟你说说我跟你聊点别的，你说聊点别的，我觉得啊，我跟我跟大家分析一波啊，这个首先还是分析老几样东西，首先我觉得金银上周应该就是最低点。就是今年内的最低点。

[01:23:18 - 01:23:19] 800多嘛。

[01:23:19 - 01:23:59] 呃，金4020吧，嗯，银63块5吧，663.5美元吧，差不多。嗯，就是我觉得现在这是一个需要很好监测的指标，就是最近它在跌，它在跌，其实跟加息已经没有关系了。它在跌就是因为海峡开了以后，石油在补库。所以这这一波是纯流动性问题，但是呢，美元的基础就是金银的基础，其实空前的强，他只要挨过这一波之后，因为美国实际上是丧权辱国。签的这个协议。正常人全能看出来，行。所以所以今。

[01:24:00 - 01:24:26] 金银实际上有一个非常强的逻辑支撑，而且加息我个人认为加不上去啊，就是加也这个最多就25个基点，最多最多疯了加到50个基点，然后它就会降息。所以实际上金银有一个非常强的支撑，而且在这个基础上，就是只要熬过这一波原油补库的。这一波短期的趋势，我觉得金银实际上已经已经筑底完毕了。

[01:24:26 - 01:24:31] 我觉得金没问题，银我始终不认可银的逻辑。

[01:24:32 - 01:24:35] 反正我现在在在股票里，金一半银一半嘛。

[01:24:36 - 01:24:38] 我操，你就是把金角大王银角大王。

[01:24:39 - 01:25:29] 不是，金现在金银各一半嘛，就两个龙头。啊啊，我觉得都没问题，都没，而且那两个龙头那两个龙头就如果工业金属涨上去的，他们都会涨。那两个龙头都是既有一个有金铜金铜锂，另外一个有银锡和什么？和什么来的啊？反反正就都有。嗯，他们俩。都有。嗯，然后这个是金银的逻辑。另外一个我会觉得船运和造船虽然已经开始涨了，这就是船船运已经涨了差不多20%了吧，但是造船还还基本没有往上涨，我觉得这两个有可能迎来一波非常大的比较夸张的增幅。这也是其中一个机会，然后这两个里面我也都吃到了一小波，这也是为什么我能够把亏损挽回一点点，也都吃到了一小波。

[01:25:29 - 01:25:59] 嗯，然后化工我认为有非常大的机会，因为化工跟着我，我已经说过不止一次了吧，就是这个咱们俩直播至少我已经说过三次了。嗯嗯嗯嗯，就是化工的机会，而且我化工从左侧左侧买入没跌多少，它就开始往上走。我觉得化工的机会就是它本来就是被错杀。他错杀的原因是因为原油的价格，但是现在海峡一开放以后，实际上对于他来说是双重的 t 集中度上升，同时原油价格降下来之后，中游。

[01:26:00 - 01:26:49] 我又开始业绩爆发，我觉得化工这一波至少能走到就是乐观点的话，它从此就开始缓慢上升了，一直就往上走了，走到年底了，就是悲观一点的话，它至少能持续到中报发出来的时候能吃一波。所以这是化工。嗯，然后还有就是就是非银，其实非但是非银我是跟一个朋友交流的，我入了一个保险龙头，嗯，啊，给给过给过我广告的一个保险龙头的票子。对，然后还有什么啊？还有原油，其实我觉得价格也到底了，原油我觉得价格的底，我曾经认为是80，但是现在看来布伦特其实80没撑住，大概可能是78~75之间。但我其实觉得也到底了哎人有有可能后面会。

[01:26:49 - 01:26:57] 往上走我感觉你垮完了真的你分析这些妈毛用没有妈一分钱没赚到那要早点妈反仓去科技早就他妈赚钱了。

[01:26:57 - 01:27:07] 不不不不不不不真不。不是饭总，真不是，就是假设我在那个时候攒的是这些仓，那我纯纯傻了，那我现在将极度痛苦。

[01:27:08 - 01:27:11] 你痛苦啥呢？你当时攒了进科技，早就妈回本了。

[01:27:12 - 01:27:16] 不不不，这真不是，你说什么时候我攒科技，你这么说。

[01:27:16 - 01:27:18] 你什么时候攒科技啊？

[01:27:18 - 01:27:20] 不是我什么时候攒这些仓啊？

[01:27:21 - 01:27:24] 就上周啊，就这个这个这个。

[01:27:24 - 01:27:32] 上上周五的时候就攒，上周没戏，上周没戏，为啥上周我攒上周我攒了以后，我敢全仓进科技，然后赚那百分之二十嘛。

[01:27:32 - 01:27:47] 你敢攒老登股，你敢你敢把你最信任的老登股攒了，你肯定就已经下定决心要全仓进科技了，你没攒，就说明你没有这个决心呗。就如果当时你敢攒，你肯定是全仓科技了，因为没地方去了。那倒是不是嘛。

[01:27:48 - 01:28:26] 是不是嘛，但是那倒是，但是假设那我觉得这个就非常堵了。假设我没有吃到这个百分之二十，比如我吃了百分之五或者百分之十也不少，对吧？比如吃了五万。十万，但他和我老登的反弹其实差不多。那现在我将极度难受，我会继续在科技里 all in 呢，我还是因为老登现在其实是很安全的这几个这几个板块，所以我觉得不展是对的，这个就不能展。而且我觉得他就是差不多到到到黎明前了。差不多到了底部了，这是我现在的判断。

[01:28:26 - 01:28:28] 那你现在就是现在有个关键。

[01:28:28 - 01:28:36] 现在我就是把史诗级流动性的那部分钱拿来打科技，我现在就是这个思路也不少。

[01:28:37 - 01:28:38] 哦，确实不少确实不少。

[01:28:38 - 01:28:52] 确实啊也不少，而且我还攒了攒了一些仓吧，因为我之前不开过超市嘛，我并没有展我最重仓的，我把超市就都给展了，所以我现在差不多有30多个用来玩科技，我觉得够了。

[01:28:54 - 01:29:17] 呃，赚钱了吗？没赚钱。哎呀，我跟老蒋踏空了，我跟老蒋。这一波都没怎么赚钱，没赚钱没赚钱，我亏着的，我结构牛是亏着钱的啊。大家不要就是乱传我还赚着钱的哈，大家就对我有误解，其实我已经没赚钱了啊，我是亏钱的啊，兄弟们，太拉了，没办法，在这一波当中就是有点拉亏钱的。

[01:29:18 - 01:29:20] 不是，你觉得我这个思路有没有问题？

[01:29:20 - 01:29:23] 我觉得思路没问题，但是我不我。

[01:29:23 - 01:29:43] 我七层老登，三层科技，然后科技科技我跟你一样，就是除了那个某 PCB PCB 龙头那个我是不动的，除非它跌破成本线，不然我就不动，剩下的我就跟你一样，我纯渣男战法。嗯。啊，就渣男战法，我觉得我现在这个策略是对的。

[01:29:46 - 01:29:52] 饭总就六月亏钱了，六月也没亏，六月现在也没亏钱了。

[01:29:52 - 01:29:54] 哎，我看看我现在六月怎么样。

[01:29:54 - 01:30:13] 六月其实也没亏钱了，但是哎，就是就是亏的，哎呀，别别闹了，好吧，就。是亏的，我6月也没亏钱呀。这几天反反正别问，对，别问问就是亏的啊，问就是亏着钱的，别问啊，问就是亏着钱的。我我可不会那种啥，动不动的在群里面晒自己收益什么的，我不会做这种事儿。

[01:30:14 - 01:30:18] 我们因为咱不招学员，你要招学员，你也你也晒收益。

[01:30:18 - 01:30:32] 呃，招学员我也不晒啊，就是比如说我舰长群里面这些兄弟们，我从来没晒，也没给他们看过我的收益啊，就是我从来不晒收益，但是我给他们说的几个方向，他们确实赚了钱了呀，就是上周一提示的。

[01:30:32 - 01:30:36] 你这个舰长不算割呀，你舰长才割多少钱啊？

[01:30:36 - 01:30:39] 啊，你说的是那种那种1000多块钱的是吧？两三千的那种。

[01:30:40 - 01:30:43] 或者上万的那种学员，我觉得我也不会晒。

[01:30:43 - 01:30:59] 我绝绝对不晒，我是绝对愿者上钩，你信我赚了你就来。你觉得我没这个本事你就别来，我觉，我如果说，就这么硬，哎呀，但是那个我硬有硬的说法呀，那舰长朋友可以给我作证啊，我给大家提示的几个板块都是涨的飞，是在。

[01:31:00 - 01:31:59] 涨的过程当中都是涨得飞起的那几个板块之一，就是周一，我在周一的时候，别说周一了，上上周就给大家提示过小金属板块，小金属板块，然后给大家提提示过半导体材料板块，都是还没有还没有这波炒之前就给就给舰长们提示了，有好多胆子大的进去了，都是吃麻了的都是。但是我一直给大家说的就是，你要玩，你就要胆子大，你信就要早信啊，就这么简单，科技也是一样。你要信就早信，不信就别信了，就这么简单。你不要最垮的就是中间信，别别别他妈最后信，对你别最后信，也别中间信，这是最垮的。你要信就早信了，哎呀，我当时就给大家说了，我说你如果说非要玩的话，我在舰长当中说，我说如果你非要玩，我给你提示几个板块，你就在这几个板块当中玩。我说那你想当赌徒赌一手，因为当时科技其实已经有很多在唱空了嘛。因为当时不是上上上上周周五，不是我们还就是已经来了一波高低切了呢，当时只有科技在跌嘛，对不对？已经来了波高低切了，然后那天我就说我说。

[01:32:00 - 01:32:24] 如果周一就是就是开始反弹，我说如果你想当赌徒，觉得有机会，你就往我这几个板块当中去进去买。然后有很多有很多看起来好像有很多弟子都是听话的，说哎呀，饭总说空仓这个看不明白，我就空仓，对吧？就空了。其实大多数人给我私信的大多数弟子都赌徒都冲了，周一都冲进去了。

